file,type,priority,error,suggestion,context,action
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,o948a,[Cần xem ảnh gốc],...N NHÂN DÂN... 29989990979259.oo948a2680009000T.ÁoooexeneeeePaoô0s...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,ô0s,[Cần xem ảnh gốc],...48a2680009000T.ÁoooexeneeeePaoô0sese.neebaooiooveoeooeoeOnoeooa...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,O000002968029v,[Cần xem ảnh gốc],...e.neebaooiooveoeooeoeOnoeooaÔoO000002968029v.vue«snvwesesusaeanseaseooseas...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,Ồ97ị,[Cần xem ảnh gốc],....Gnnnnnnnnnennnnn/n 0. 9999999Ồ97ị.99.49J°o0..oô 9 Voeøe20070)0....,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,e95959099904s,[Cần xem ảnh gốc],...o0..oô 9 Voeøe20070)0.0990..09e95959099904s69n09000099998000000009200000/...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,V996089220000000902ô,[Cần xem ảnh gốc],... tính theo giá đất cụ thể...99V996089220000000902ô2w9ô9on26020080060096846020e°k...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,w9ô,[Cần xem ảnh gốc],... thể...99V996089220000000902ô2w9ô9on26020080060096846020e°kè0eg...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,n26020080060096846020e,[Cần xem ảnh gốc],.....99V996089220000000902ô2w9ô9on26020080060096846020e°kè0egø0oe02600e02900%đ8Stùâ4Ô...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,è0e,[Cần xem ảnh gốc],...2w9ô9on26020080060096846020e°kè0egø0oe02600e02900%đ8Stùâ4Ôn000Đ...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,e02600e,[Cần xem ảnh gốc],...26020080060096846020e°kè0egø0oe02600e02900%đ8Stùâ4Ôn000Đôôẹ$ẹ$S0S(8...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,đ8S,[Cần xem ảnh gốc],...6846020e°kè0egø0oe02600e02900%đ8Stùâ4Ôn000Đôôẹ$ẹ$S0S(8&ô 2........,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,â4Ô,[Cần xem ảnh gốc],...20e°kè0egø0oe02600e02900%đ8Stùâ4Ôn000Đôôẹ$ẹ$S0S(8&ô 2....... xá...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,n000Đ,[Cần xem ảnh gốc],...°kè0egø0oe02600e02900%đ8Stùâ4Ôn000Đôôẹ$ẹ$S0S(8&ô 2....... xác địn...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,S0S,[Cần xem ảnh gốc],...2600e02900%đ8Stùâ4Ôn000Đôôẹ$ẹ$S0S(8&ô 2....... xác định tiền sử...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,e0s,[Cần xem ảnh gốc],...songKoeoooeonebse 2.780909099øe0se.. 008. 9909900090000@20twœÐk...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,k8o,[Cần xem ảnh gốc],...se.. 008. 9909900090000@20twœÐk8o00@khô2 đ%0K02đ1Rnô620000ô0ô0ở...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,K02đ,[Cần xem ảnh gốc],...900090000@20twœÐk8o00@khô2 đ%0K02đ1Rnô620000ô0ô0ởóøĐØẹ$2wøơøơm '...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,ô620000ô,[Cần xem ảnh gốc],...00@20twœÐk8o00@khô2 đ%0K02đ1Rnô620000ô0ô0ởóøĐØẹ$2wøơøơm ' Ghi rõ các...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,ô0ở,[Cần xem ảnh gốc],...k8o00@khô2 đ%0K02đ1Rnô620000ô0ô0ởóøĐØẹ$2wøơøơm ' Ghi rõ các trư...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,â8ó,[Cần xem ảnh gốc],"...khu đát (m:, gồm:..7.090964009â8ó(®omngooopgoOooOĐ6GeG0esas.2os...",
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,Đ6G,[Cần xem ảnh gốc],...7.090964009â8ó(®omngooopgoOooOĐ6GeG0esas.2oseseseo.9.9009đ79%08...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,G0e,[Cần xem ảnh gốc],...0964009â8ó(®omngooopgoOooOĐ6GeG0esas.2oseseseo.9.9009đ79%08%260...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,đ068đ,[Cần xem ảnh gốc],...sas.2oseseseo.9.9009đ79%08%260đ068đđn80$mseP9W920999609260960 909...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,P9W,[Cần xem ảnh gốc],....9.9009đ79%08%260đ068đđn80$mseP9W920999609260960 909099398 s8s8...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,s8s,[Cần xem ảnh gốc],...eP9W920999609260960 909099398 s8s8e.98096909éôð8Ósố.%ôổỖô002080...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,đ60Đ,[Cần xem ảnh gốc],...05090899%00680990989899%996006đ60Đ0&46ô64 - Diện tích đất của tổ...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,E8E,[Cần xem ảnh gốc],......Gnnnnn nen nh EnnEEHEEEEEEEE8EEEE001000009000000000000070:/....,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,E1n,[Cần xem ảnh gốc],...nnnnnnnnnnnbnennnenEEn nen EEnE1nen00100000010707 ĐẠI DIỆN... (...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,â28480Á,[Cần xem ảnh gốc],...89920986000009%089689062022090â28480ÁaÔoô09908090086060seø580000990...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,ô09908090086060s,[Cần xem ảnh gốc],...0009%089689062022090â28480ÁaÔoô09908090086060seø5800009900909060989000000000...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,V8599993099808ọ,[Cần xem ảnh gốc],"...               ""noi_dung"": ""9ŸV8599993099808ọ08900bl2l60509958098692602đ0@ẽ...",
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,l2l,[Cần xem ảnh gốc],"...ung"": ""9ŸV8599993099808ọ08900bl2l60509958098692602đ0@ẽẻeô262099...",
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,ô26209904s,[Cần xem ảnh gốc],...900bl2l60509958098692602đ0@ẽẻeô26209904sosxS2sø2oNeenaeooe0902000.8009...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,S2s,[Cần xem ảnh gốc],...58098692602đ0@ẽẻeô26209904sosxS2sø2oNeenaeooe0902000.8009690000...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,o6006đ,[Cần xem ảnh gốc],...0680.999989890060400ôsmn008.07o6006đ2s89020900900sởở46329090999906...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,s89020900900s,[Cần xem ảnh gốc],...9989890060400ôsmn008.07o6006đ2s89020900900sởở46329090999906008000008ô0240...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,ở46329090999906008000008ô,[Cần xem ảnh gốc],...smn008.07o6006đ2s89020900900sởở46329090999906008000008ô024060@@280se609“80“Óa6908480ụ...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,a6908480ụ,[Cần xem ảnh gốc],...08000008ô024060@@280se609“80“Óa6908480ụn6Đ0a đ) Tài sản gắn liền với ...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,n6Đ,[Cần xem ảnh gốc],...024060@@280se609“80“Óa6908480ụn6Đ0a đ) Tài sản gắn liền với đất...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,a0008206s,[Cần xem ảnh gốc],...g... năm....909539900996000600a0008206saâôđ40s4o62608906bX2%$X:sơø828...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,đ40s,[Cần xem ảnh gốc],...909539900996000600a0008206saâôđ40s4o62608906bX2%$X:sơø8282ô98000...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,o62608906b,[Cần xem ảnh gốc],"...9900996000600a0008206saâôđ40s4o62608906bX2%$X:sơø8282ô980004ôo680"",   ...",
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,ô980004ô,[Cần xem ảnh gốc],"...âôđ40s4o62608906bX2%$X:sơø8282ô980004ôo680"",               ""diem"": [...",
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,ô2090999999900900s,[Cần xem ảnh gốc],...úc.....es..0es‹..9989999990.0ôô2090999999900900s..cmÁœee2nnnno0999002060066000...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,e2n,[Cần xem ảnh gốc],...90.0ôô2090999999900900s..cmÁœee2nnnno09990020600660006000090052...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,s3â,[Cần xem ảnh gốc],"..., fax, email...):.939890920s2$s3â2066209909.0đô0009088209609060...",
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,ô000908820960906000090020000600290009660006090đ,[Cần xem ảnh gốc],...:.939890920s2$s3â2066209909.0đô000908820960906000090020000600290009660006090đ06%00ôô©Đv»sởởáôonởsøoønang§06...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,o94s,[Cần xem ảnh gốc],.......................08.0929608o94sa09999009986088990990000909604...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,a09999009986088990990000909604Đ,[Cần xem ảnh gốc],...................08.0929608o94sa09999009986088990990000909604Đ@009e64800đônnanasốobs$èI iùới...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,e64800đ,[Cần xem ảnh gốc],...9009986088990990000909604Đ@009e64800đônnanasốobs$èI iùớimneeueoseso...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,Á02Z,[Cần xem ảnh gốc],...osseoeeoseoaoseapge 899.9. 08.Á02Z/:/:0 0â8ôngoò999909008se2n506...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,â8ô,[Cần xem ảnh gốc],...aoseapge 899.9. 08.Á02Z/:/:0 0â8ôngoò999909008se2n5060200009990...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,ò999909008s,[Cần xem ảnh gốc],...ge 899.9. 08.Á02Z/:/:0 0â8ôngoò999909008se2n50602000099906920000806áa06...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,e2n,[Cần xem ảnh gốc],...8.Á02Z/:/:0 0â8ôngoò999909008se2n50602000099906920000806áa0609n...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,a0609n,[Cần xem ảnh gốc],...08se2n50602000099906920000806áa0609n000000900600009908900009409080...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,Ố899099980869e,[Cần xem ảnh gốc],...000094090800640418ø5ùe..03.985Ố899099980869e.82ộ0962900200020099960909890a...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,ộ0962900200020099960909890a,[Cần xem ảnh gốc],...8ø5ùe..03.985Ố899099980869e.82ộ0962900200020099960909890ae8990600060080840ôe208ô040ôs&0...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,e8990600060080840ô,[Cần xem ảnh gốc],....82ộ0962900200020099960909890ae8990600060080840ôe208ô040ôs&0éđô%ôe©Đo409808099...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,e208ô,[Cần xem ảnh gốc],...99960909890ae8990600060080840ôe208ô040ôs&0éđô%ôe©Đo40980809900080...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,o4098080990008009086s,[Cần xem ảnh gốc],...060080840ôe208ô040ôs&0éđô%ôe©Đo4098080990008009086s8so8040406ø0 đ) Tài sản gắn li...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,o9o,[Cần xem ảnh gốc],...liền với đất hiện có: 900.e.aso9oA9.609ø90996s2wasm<enP9O932606...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,s2w,[Cần xem ảnh gốc],...ện có: 900.e.aso9oA9.609ø90996s2wasm<enP9O932606990900906048606...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,P9O,[Cần xem ảnh gốc],...0.e.aso9oA9.609ø90996s2wasm<enP9O932606990900906048606ôe9220008...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,t09s,[Cần xem ảnh gốc],...kèm theo đơn này gồm cóf: 990.t09swmneonpnepeosoooĐÔoOoeooeoeG0e...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,G0e,[Cần xem ảnh gốc],...09swmneonpnepeosoooĐÔoOoeooeoeG0eoeoeneoo009e0999wWos2bonP00699...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,o009e,[Cần xem ảnh gốc],...nepeosoooĐÔoOoeooeoeG0eoeoeneoo009e0999wWos2bonP006990e20e90609e9...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,s2b,[Cần xem ảnh gốc],...OoeooeoeG0eoeoeneoo009e0999wWos2bonP006990e20e90609e98Đô829850ở...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,P006990e,[Cần xem ảnh gốc],...eoeG0eoeoeneoo009e0999wWos2bonP006990e20e90609e98Đô829850ở0bỈeEsenne...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,e90609e,[Cần xem ảnh gốc],...neoo009e0999wWos2bonP006990e20e90609e98Đô829850ở0bỈeEsenneees 3.609...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,ô829850ở,[Cần xem ảnh gốc],...99wWos2bonP006990e20e90609e98Đô829850ở0bỈeEsenneees 3.6099900090s592...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,s5920s,[Cần xem ảnh gốc],...850ở0bỈeEsenneees 3.6099900090s5920sø9688082066e006@6é42sđađ062aaa...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,é42s,[Cần xem ảnh gốc],...9900090s5920sø9688082066e006@6é42sđađ062aaa009800Vvovevewwssoson...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,đ062a,[Cần xem ảnh gốc],...0s5920sø9688082066e006@6é42sđađ062aaa009800Vvovevewwssosonnanaooo...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,a009800V,[Cần xem ảnh gốc],...sø9688082066e006@6é42sđađ062aaa009800Vvovevewwssosonnanaoooo9909090s...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,o9909090s,[Cần xem ảnh gốc],...aa009800Vvovevewwssosonnanaoooo9909090sgoeqseoe 9980.090900200.2ocme8...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,e80000060m,[Cần xem ảnh gốc],...0sgoeqseoe 9980.090900200.2ocme80000060ms2øn8.980600099Đ900909090008ô0...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,Đ900909090008ô,[Cần xem ảnh gốc],....2ocme80000060ms2øn8.980600099Đ900909090008ô00200089®b08Wn02A9O0202a001200...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,b08W,[Cần xem ảnh gốc],...0600099Đ900909090008ô00200089®b08Wn02A9O0202a001200206809060000u...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,n02A,[Cần xem ảnh gốc],...099Đ900909090008ô00200089®b08Wn02A9O0202a001200206809060000u.900...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,O0202a,[Cần xem ảnh gốc],...00909090008ô00200089®b08Wn02A9O0202a001200206809060000u.9009099920...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,e0006096020896009060w,[Cần xem ảnh gốc],...9060000u.90090999209999908snnne0006096020896009060weóssSsn0ne00002995e6s00800e96e...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,n0n,[Cần xem ảnh gốc],"...nnne0006096020896009060weóssSsn0ne00002995e6s00800e96e _"",     ...",
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,e00002995e,[Cần xem ảnh gốc],"...e0006096020896009060weóssSsn0ne00002995e6s00800e96e _"",               ...",
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,s00800e,[Cần xem ảnh gốc],"...896009060weóssSsn0ne00002995e6s00800e96e _"",               ""diem"": ...",
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,o290209009009092đ,[Cần xem ảnh gốc],...khác (nếu có): 9.9 99090898260o290209009009092đ0208809009ô669œ0en4mNnasane0o0...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,n4m,[Cần xem ảnh gốc],...209009009092đ0208809009ô669œ0en4mNnasane0o006200000s8n9n20e0290...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,e0o,[Cần xem ảnh gốc],...092đ0208809009ô669œ0en4mNnasane0o006200000s8n9n20e0290809990099...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,s8n,[Cần xem ảnh gốc],...09ô669œ0en4mNnasane0o006200000s8n9n20e0290809990099890%60889000...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,n20e,[Cần xem ảnh gốc],...69œ0en4mNnasane0o006200000s8n9n20e0290809990099890%6088900000060...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,đ64s,[Cần xem ảnh gốc],"...0290809990099890%6088900000060đ64s808 Người làm đơn, (Ký và ghỉ ...",
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,e8v,[Cần xem ảnh gốc],...ỳ bên thứ ba nào khác. 9.9090xe8vseoneonosanoeoeovtt0mAossesaeo...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,t0m,[Cần xem ảnh gốc],.... 9.9090xe8vseoneonosanoeoeovtt0mAossesaeoaaeoaspaseoopooeo@eoo...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,a2s,[Cần xem ảnh gốc],... chính ni.9..998.002190080ôós.a2ssaÓn8966u.s9bssempsspeosOđx.se...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,n8966u,[Cần xem ảnh gốc],... ni.9..998.002190080ôós.a2ssaÓn8966u.s9bssempsspeosOđx.sennonasnse...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,s9b,[Cần xem ảnh gốc],...998.002190080ôós.a2ssaÓn8966u.s9bssempsspeosOđx.sennonasnseoage...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,e0s,[Cần xem ảnh gốc],...ennonasnseoageoeoOÔcp/tog/noese0ssoi.ooosSaosoaeooeCoo.Aaisesvw...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,s6s,[Cần xem ảnh gốc],...wsesnssnnsees Số lượng 9.09e4.s6ss393.8sssosseoses tÃAÃ XÃ hoso...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,o0o,[Cần xem ảnh gốc],...393.8sssosseoses tÃAÃ XÃ hoso.o0os.ooes.seooaseoopmomseooonoe -...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,é689ô,[Cần xem ảnh gốc],...ữ liệu.60 009626 ôù V 8.øø)40eé689ô8665s8ô6068a88đevuomsweossesnc...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,s8ô,[Cần xem ảnh gốc],... 009626 ôù V 8.øø)40eé689ô8665s8ô6068a88đevuomsweossesnconsesas...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,a88đ,[Cần xem ảnh gốc],... ôù V 8.øø)40eé689ô8665s8ô6068a88đevuomsweossesnconsesasnggÐaeoe...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,o0e,[Cần xem ảnh gốc],...vuomsweossesnconsesasnggÐaeoeOo0eoOpPe9?2eneo.CstOÔs.saoeoeoeos...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,r1b,[Cần xem ảnh gốc],"...lấy mẫu đất: Ddữliệu rbảnđồsố r1bản đồ quét Bản đồ nguồn, tác n...",
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,s2e,[Cần xem ảnh gốc],".................................s2e2./225.0.. SN mở“.""           ...",
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,ô6đ,[Cần xem ảnh gốc],...1110001./000. 9.898Ồ..904.0609ô6đ2./đnaa099o9%.a..ô6øsanns9oe9e...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,a099o,[Cần xem ảnh gốc],...000. 9.898Ồ..904.0609ô6đ2./đnaa099o9%.a..ô6øsanns9oe9e0tê868ôebpo...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,s9o,[Cần xem ảnh gốc],...609ô6đ2./đnaa099o9%.a..ô6øsanns9oe9e0tê868ôebpo2820960090999999...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,e9e,[Cần xem ảnh gốc],...ô6đ2./đnaa099o9%.a..ô6øsanns9oe9e0tê868ôebpo2820960090999999090...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,ê868ô,[Cần xem ảnh gốc],.../đnaa099o9%.a..ô6øsanns9oe9e0tê868ôebpo28209600909999990908008009...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,o2820960090999999090800800990020080Đ,[Cần xem ảnh gốc],...o9%.a..ô6øsanns9oe9e0tê868ôebpo2820960090999999090800800990020080Đ00006ô022900006000409060980940...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,ô022900006000409060980940m,[Cần xem ảnh gốc],...999999090800800990020080Đ00006ô022900006000409060980940m00éÁóÐ8đ40660s6snømnpsnengeeoo...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,đ40660s,[Cần xem ảnh gốc],...2900006000409060980940m00éÁóÐ8đ40660s6snømnpsnengeeooĐôan.99899.058...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,o9000n,[Cần xem ảnh gốc],...owooseoeteo0800000090420602%98o9000nn009080a2000000$4$08888đe&$6e ...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,n009080a,[Cần xem ảnh gốc],...oeteo0800000090420602%98o9000nn009080a2000000$4$08888đe&$6e Cam đoan...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,n1n,[Cần xem ảnh gốc],............H.MnGbnnnnnnnnEEEEÀEnn1nEE 166000 00000900100000006000...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,n99090900020026004o,[Cần xem ảnh gốc],...860965.090a/0) 9 0200(v.Ù 0ngen99090900020026004oo76980a92008gø9nT29V9896856558...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,o76980a,[Cần xem ảnh gốc],...00(v.Ù 0ngen99090900020026004oo76980a92008gø9nT29V98968565589859020...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,T29V,[Cần xem ảnh gốc],...0900020026004oo76980a92008gø9nT29V989685655898590200000060600200...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,s2e,[Cần xem ảnh gốc],....eeeeeeeeeeeeseeeeeseessnnl Lus2eeeessnNäơi nhận:.00990900800.....,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,s904690n,[Cần xem ảnh gốc],...eeessnNäơi nhận:.00990900800..s904690n2._ ( 7n (Ký tên đóng dầu) Hướ...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,đ26006062o,[Cần xem ảnh gốc],...ung biến động ): 9.9906050060@đ26006062o%06®.©Đ80Ó0.ùÐ@.“đG“<S808680^8...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,Đ80Ó,[Cần xem ảnh gốc],... 9.9906050060@đ26006062o%06®.©Đ80Ó0.ùÐ@.“đG“<S808680^800ô00868ãô...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,ô00868ã,[Cần xem ảnh gốc],...6®.©Đ80Ó0.ùÐ@.“đG“<S808680^800ô00868ãôø8ôsđ0đ6óđ2026đ08000000240600...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,đ0đ,[Cần xem ảnh gốc],...@.“đG“<S808680^800ô00868ãôø8ôsđ0đ6óđ2026đ080000002406000&øêW&øw...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,đ2026đ,[Cần xem ảnh gốc],...“<S808680^800ô00868ãôø8ôsđ0đ6óđ2026đ080000002406000&øêW&øwnneoopns...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,N40689989N,[Cần xem ảnh gốc],...050990908009599%9060090960820øN40689989Nn6o298NG - Diện tích đất ngoài...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,n6o,[Cần xem ảnh gốc],...09599%9060090960820øN40689989Nn6o298NG - Diện tích đất ngoài hạ...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,L0e,[Cần xem ảnh gốc],"...dụng:........................ L0ee nen nen ốg mở"",             ...",
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,G0I,[Cần xem ảnh gốc],"..."": ""Số tằng:......... sessssskG0I11 DU VLOII Z2 LOL Ãosaseeesee...",
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,n1n,[Cần xem ảnh gốc],"............HHnnnNn HN nnnn nnEnnn1n-n nnn0--... Vị trí, ranh giới...",
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,o9o,[Cần xem ảnh gốc],...háng....ea999.08090220 đô. áooo9oOo0ô-.ôôn0oệ@ởøoọ 0 Wo9Ooeoese...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,o0ô,[Cần xem ảnh gốc],.......ea999.08090220 đô. áooo9oOo0ô-.ôôn0oệ@ởøoọ 0 Wo9OoeoeseGeoe...,
151-ndcp.signed_datdai_processed.json,Số lẫn chữ (OCR),CAO,n0o,[Cần xem ảnh gốc],...99.08090220 đô. áooo9oOo0ô-.ôôn0oệ@ởøoọ 0 Wo9OoeoeseGeoeosGoaeo...,
